item_id,title,description,price,image_path
10, Nia 24 Skin Strengthening Complex,"This lightweight, fortifying moisturizer taps into skin's protective powers to visibly reduce fine lines and wrinkles, and strengthen the skin barrier while delivering optimal moisture for firmer looking, more resilient skin.",$93.00,images/item_000010.jpg
11,"Dermablend Quick-Fix Body Makeup Full Coverage Foundation Stick, 0.42 Oz.","Need help finding your shade? Dermablend&rsquo;s makeup shade matching experts are available to assist you at (877)-628-2412. Our full coverage body makeup foundation provides maximum coverage for up to 16 hours of water-, smudge- and transfer-resistant color wear&mdash;when set with Dermablend Setting Powder. Formulated for the most sensitive skins, it provides all-day hydration. This body makeup foundation stick with SPF 25&nbsp;features a high concentration of high-performance pigments. This makeup foundation stick has a creamy texture which glides on smoothly for a flawless look whether for spot coverage or a concentrated body surface area. With maximum coverage it conceals tattoos, scars, birthmarks, bruising, burns, and other body imperfections. This body makeup foundation stick is dermatologist tested, allergy tested, non-comedogenic, non-acnegenic, fragrance free, and sensitive skin tested. Product packaging may vary. Ingredients: Araffinum Liquidum /Mineral Oil, Talc, Cera Alba / Beeswax, Isopropyl Palmitate, Kaolin, Stearyl Stearate, Ci 77713 / Magnesium Carbonate, Carnauba / Carnauba Wax, Cera Microcristallina / Microcrystalline Wax, Allantoin, Lauroyl Lysine. [+/- May Contain: Ci 77891 / Titanium Dioxide, Ci 77499, Ci 77492, Ci 77491 / Iron Oxides, Ci 77120 / Barium Sulfate] Product packaging may vary. Dermablend is powerful makeup for all; high-performance pigments available in a wide shade range. A dermatologist created brand with high safety standards: fragrance-free, allergy-tested, sensitive skin tested, non-comedogenic. Conceals skin concerns on body including tattoos, scars, birthmarks, bruises and more Stick formula glides on smoothly for easy coverage Water-, smudge-, and transfer-resistant when set with Dermablend Loose Setting Powder",$29.00,images/item_000011.jpg
12,"MEG 21 Refine and Refresh Moisturizing Toner, 6 Oz","A perfect synergy of Supplamine and antioxidants designed to balance and soothe skin. Infused with Sodium Hylauronate to maintain moisture, Multi Fruit Acids to gently exfoliate, Trinity Tea Complex to fight free radicals, Arnica to reduce irritation, and Calendula to soothe and heal skin, this Amino Acid-rich antioxidant complex provides accelerated cellular repair. The ingredients in Supplamine have been tested in laboratory In Vitro cell and tissue culture experiements. The ingredients in these laboratory studies have been demonstrated to intercept and reverse glycation, inflammation and metabolic oxidation caused by the same toxic sugars in skin, which in turn cause skin aging. It is the perfect way to prep your skin and optimize product absorption. MEG 21 with patented age-reversing Supplamine counters the causes of skin aging, resulting in major skin improvement. Advanced Science for Great Skin. <span class=""a-size-small a-color-secondary"">
        Supplamine: anti-aging skincare through prevention and intervention
    </span> <a class=""a-link-normal"" target=""_blank"" rel=""noopener"" href=""https://images-na.ssl-images-amazon.com/images/G/01/aplusautomation/vendorimages/f90ebd02-2696-4125-8213-26fd389ed376.jpg._CB281299365_.jpg"">
            <img alt="""" src=""https://images-na.ssl-images-amazon.com/images/G/01/aplusautomation/vendorimages/f90ebd02-2696-4125-8213-26fd389ed376.jpg._CB281299365__SL300__.jpg"" class=""a-spacing-mini"">
        </a>
    
    


                            <br/>
                            








    
    
        
    





    
        <div class=""a-text-center"">
            <a class=""a-link-normal"" target=""_blank"" rel=""noopener"" href=""https://images-na.ssl-images-amazon.com/images/G/01/aplusautomation/vendorimages/f90ebd02-2696-4125-8213-26fd389ed376.jpg._CB281299365_.jpg"">
                View larger
            </a>
        </div> <a class=""a-link-normal"" target=""_blank"" rel=""noopener"" href=""https://images-na.ssl-images-amazon.com/images/G/01/aplusautomation/vendorimages/8db900c4-77e6-4e2d-bf8f-c1f3481cad02.jpg._CB281310676_.jpg"">
            <img alt="""" src=""https://images-na.ssl-images-amazon.com/images/G/01/aplusautomation/vendorimages/8db900c4-77e6-4e2d-bf8f-c1f3481cad02.jpg._CB281310676__SL300__.jpg"" class=""a-spacing-mini"">
        </a>
    
    


                            <br/>
                            








    
    
        
    





    
        <div class=""a-text-center"">
            <a class=""a-link-normal"" target=""_blank"" rel=""noopener"" href=""https://images-na.ssl-images-amazon.com/images/G/01/aplusautomation/vendorimages/8db900c4-77e6-4e2d-bf8f-c1f3481cad02.jpg._CB281310676_.jpg"">
                View larger
            </a>
        </div> <a class=""a-link-normal"" target=""_blank"" rel=""noopener"" href=""https://images-na.ssl-images-amazon.com/images/G/01/aplusautomation/vendorimages/a87fbbbb-9641-4119-a445-f68819eee14e.jpg._CB282048564_.jpg"">
            <img alt="""" src=""https://images-na.ssl-images-amazon.com/images/G/01/aplusautomation/vendorimages/a87fbbbb-9641-4119-a445-f68819eee14e.jpg._CB282048564__SL300__.jpg"" class=""a-spacing-mini"">
        </a>
    
    


                            <br/>
                            








    
    
        
    





    
        <div class=""a-text-center"">
            <a class=""a-link-normal"" target=""_blank"" rel=""noopener"" href=""https://images-na.ssl-images-amazon.com/images/G/01/aplusautomation/vendorimages/a87fbbbb-9641-4119-a445-f68819eee14e.jpg._CB282048564_.jpg"">
                View larger
            </a>
        </div> <a class=""a-link-normal"" target=""_blank"" rel=""noopener"" href=""https://images-na.ssl-images-amazon.com/images/G/01/aplusautomation/vendorimages/c4504acd-c101-4122-966e-3c1f146f1fa0.jpg._CB281899159_.jpg"">
            <img alt="""" src=""https://images-na.ssl-images-amazon.com/images/G/01/aplusautomation/vendorimages/c4504acd-c101-4122-966e-3c1f146f1fa0.jpg._CB281899159__SL220__.jpg"">
        </a>
    
    


                                        








    
    
        
    





    
        <div class=""a-text-center"">
            <a class=""a-link-normal"" target=""_blank"" rel=""noopener"" href=""https://images-na.ssl-images-amazon.com/images/G/01/aplusautomation/vendorimages/c4504acd-c101-4122-966e-3c1f146f1fa0.jpg._CB281899159_.jpg"">
                View larger
            </a>
        </div> <a class=""a-link-normal"" target=""_blank"" rel=""noopener"" href=""https://images-na.ssl-images-amazon.com/images/G/01/aplusautomation/vendorimages/0cf862cc-1c7a-4634-b989-2fca52f1a63d.jpg._CB282041867_.jpg"">
            <img alt="""" src=""https://images-na.ssl-images-amazon.com/images/G/01/aplusautomation/vendorimages/0cf862cc-1c7a-4634-b989-2fca52f1a63d.jpg._CB282041867__SL220__.jpg"">
        </a>
    
    


                                        








    
    
        
    





    
        <div class=""a-text-center"">
            <a class=""a-link-normal"" target=""_blank"" rel=""noopener"" href=""https://images-na.ssl-images-amazon.com/images/G/01/aplusautomation/vendorimages/0cf862cc-1c7a-4634-b989-2fca52f1a63d.jpg._CB282041867_.jpg"">
                View larger
            </a>
        </div> <a class=""a-link-normal"" target=""_blank"" rel=""noopener"" href=""https://images-na.ssl-images-amazon.com/images/G/01/aplusautomation/vendorimages/e99351bb-453c-40db-828d-c41b41098951.jpg._CB282040255_.jpg"">
            <img alt="""" src=""https://images-na.ssl-images-amazon.com/images/G/01/aplusautomation/vendorimages/e99351bb-453c-40db-828d-c41b41098951.jpg._CB282040255__SL220__.jpg"">
        </a>
    
    


                                        








    
    
        
    





    
        <div class=""a-text-center"">
            <a class=""a-link-normal"" target=""_blank"" rel=""noopener"" href=""https://images-na.ssl-images-amazon.com/images/G/01/aplusautomation/vendorimages/e99351bb-453c-40db-828d-c41b41098951.jpg._CB282040255_.jpg"">
                View larger
            </a>
        </div> <img alt="""" src=""https://images-na.ssl-images-amazon.com/images/G/01/aplusautomation/vendorimages/15a92f1b-e26c-4287-a7e5-936dde270f60.png._CB281137398__SL220__.png"">",$36.00,images/item_000012.jpg
13,"Hampton Sun Sunless Tanning Mist, 5 Oz","The tan you love  rich , golden, gorgeous - and Winner of the Shape Beauty 2015 Best Self Tanner Award! The clear, ultra-fine mist goes on evenly, works at any angle, and dries in just minutes. In a few short hours, your naturally stunning tan develops. Erythrulose works with actives to ensure that your tan develops (and fades) evenly and lasts longer. The signature formula features exclusive privet bloom scent and includes aloe vera and witch hazel to hydrate skin. The most flawless color is just a spray away  simply glow & go! <a class=""a-link-normal"" target=""_blank"" rel=""noopener"" href=""https://images-na.ssl-images-amazon.com/images/G/01/aplusautomation/vendorimages/8dc212f1-a087-4a15-a384-4ca022f81049.jpg._CB287423936_.jpg"">
            <img alt="""" src=""https://images-na.ssl-images-amazon.com/images/G/01/aplusautomation/vendorimages/8dc212f1-a087-4a15-a384-4ca022f81049.jpg._CB287423936__SR300,300_.jpg"" class=""a-spacing-mini"">
        </a>
    
    


                            <br/>
                            








    
    
        
    





    
        <div class=""a-text-center"">
            <a class=""a-link-normal"" target=""_blank"" rel=""noopener"" href=""https://images-na.ssl-images-amazon.com/images/G/01/aplusautomation/vendorimages/8dc212f1-a087-4a15-a384-4ca022f81049.jpg._CB287423936_.jpg"">
                View larger
            </a>
        </div> <a class=""a-link-normal"" target=""_blank"" rel=""noopener"" href=""https://images-na.ssl-images-amazon.com/images/G/01/aplusautomation/vendorimages/9c974f41-1f4e-417f-ae40-a917fd66a19a.png._CB287656122_.png"">
            <img alt="""" src=""https://images-na.ssl-images-amazon.com/images/G/01/aplusautomation/vendorimages/9c974f41-1f4e-417f-ae40-a917fd66a19a.png._CB287656122__SR300,300_.png"" class=""a-spacing-mini"">
        </a>
    
    


                            <br/>
                            








    
    
        
    





    
        <div class=""a-text-center"">
            <a class=""a-link-normal"" target=""_blank"" rel=""noopener"" href=""https://images-na.ssl-images-amazon.com/images/G/01/aplusautomation/vendorimages/9c974f41-1f4e-417f-ae40-a917fd66a19a.png._CB287656122_.png"">
                View larger
            </a>
        </div> <a class=""a-link-normal"" target=""_blank"" rel=""noopener"" href=""https://images-na.ssl-images-amazon.com/images/G/01/aplusautomation/vendorimages/4786b91b-e626-4414-94d4-e93d2b2a9b19.jpg._CB287423800_.jpg"">
            <img alt="""" src=""https://images-na.ssl-images-amazon.com/images/G/01/aplusautomation/vendorimages/4786b91b-e626-4414-94d4-e93d2b2a9b19.jpg._CB287423800__SR300,300_.jpg"" class=""a-spacing-mini"">
        </a>
    
    


                            <br/>
                            








    
    
        
    





    
        <div class=""a-text-center"">
            <a class=""a-link-normal"" target=""_blank"" rel=""noopener"" href=""https://images-na.ssl-images-amazon.com/images/G/01/aplusautomation/vendorimages/4786b91b-e626-4414-94d4-e93d2b2a9b19.jpg._CB287423800_.jpg"">
                View larger
            </a>
        </div> With Hampton Sun&#039;s Airbrush Bronzing Mist, enhance skin year round with a warm, radiant tan whenever you want it. This unique mist gives a natural looking, streak-free tan for a professional airbrush salon look right at home. This formula gives skin an instant sun-kissed glow and features natural ingredients that improve skins quality, while allowing you to customize your own perfect tan. Apply to clean, dry skin to any desired area. Blend to achieve an even tone. Apply a second time for a darker tan. Avoid contact with fabric and clothing until product has absorbed and is dry. Be especially careful near lightly colored fabrics. Wash hands with soap and water following application. Featured Ingredients: - Macadamia Nut Oil - Sweet Almond Oil - Naturally Derived Pearls and Pigments. This stunning product imparts a golden veil of sun-kissed color that applies evenly and dries quickly to a silky powder finish. Infused with natural sweet almond and macadamia oils for a moisturizing and luxurious feel. Keep a Hamptons glow all year round without having to worry about the UV damage caused by indoor tanning and the suns rays. The results are temporary and commitment-free. Wash it off, reapply for a tan anytime. <br/> <br/> <img alt="""" src=""https://images-na.ssl-images-amazon.com/images/G/01/aplusautomation/vendorimages/b390f49d-5518-4870-a32b-49e0ff978f0a.jpg._CB287668122__SR300,300_.jpg"" class=""a-spacing-mini"">
    


                            <br/> Hampton Suns SPF 8 Bronze continuous mist sunscreen offers the highest quality sun protection with a new hypoallergenic and oil-free formula. Enhance and illuminate your tan with a touch of instant bronze in a luxurious, water-resistant sunscreen. This unique formula leaves skin feeling soft and silky smooth with a hint of our signature scent. While lounging at the beach or by the pool, give your skin a flawless, sexy bronze glow. Water-resistant formula maintains your SPF protection for up to 80 minutes. Theres no better way to bring glamour back to sunbathing than with Hampton Suns SPF 8 Bronze. Spray onto hands and then apply product on the face with hand. Spray generously to all areas of the body that will be exposed to sun. Reapply approximately every 80 minutes, after prolonged sun exposure, swimming or towel drying. The non-aerosol 360 dispenser sprays at any angle for complete, even sun coverage without damaging the environment. Without the need for chemical propellants, what is dispensed onto your skin is pure product. Hypoallergenic and dermatologist tested to be used by all skin types. <span class=""a-size-small a-color-secondary"">
        5 FL. OZ.
    </span>",$36.00,images/item_000013.jpg
14,"Nia 24 Treatment Catalyst, 0.5 Fl Oz.",Nia 24 Treatment Catalyst is a nourishing face oil that fortifies skin and acts as a performance-enhancingn catalyst to accelerate the results of other skincare products. Five percent Pro-Niacin along with essential vitamins and fatty acids fortify the skin barrier and improve the health and condition of the skin.,$71.00,images/item_000014.jpg
15,Laura Geller New York Baked Blush,"Our famous Baked blush creates a gorgeous flush, no matter the season! With stunning swirls of liquid pigments that are baked for 24 hours on terracotta tiles, Blush-n-Brighten is hand-finished in Italy into a silky dome of powder. Infused with antioxidants Centella Asiatica and White Tea Extracts, these Baked blushes deliver flattering color with a hint of happiful radiance! Renowned makeup artist, Laura Geller, created a modern makeup brand that empowers, delights and brings out the best in womens beauty, through delicious textures, amazing colors and the most innovative formulas.",$22.40,images/item_000015.jpg
16,Replenix All-trans-Retinol Smoothing Serum,"<table width=""668""> <tbody> <tr> <td width=""668"">Antioxidant-rich retinol serum helps to minimize visible signs of aging and achieve smoother, firmer, more evenly toned skin.&nbsp; <br /> <ul> <li>All-trans-Retinol (the pure and active form of Vitamin A) and Green Tea Polyphenols work synergistically in a time released delivery system to provide maximum results with minimal irritation.&nbsp;&nbsp;</li> <li>Caffeine USP enhances the overall antioxidant activity and helps diminish signs of redness.&nbsp;</li> <li>Hyaluronic Acid provides superior hydration.</li> </ul> <br />Proven anti-aging properties of All-trans-Retinol help to:<br /> <ul> <li>Diminish the signs of aging</li> <li>Supports acne regimens</li> <li>Reduce the appearance of age spots and pore size</li> <li>Enhance turnover rate of skin</li> </ul> <br />This retinol serum is available in four strengths: 2x for sensitive skin, 3x for normal skin, 5x for tolerant skin, 10x for advanced treatment.&nbsp; For maximum compliance, it is recommended to begin with the lower strength and move up as tolerated.</td> </tr> </tbody> </table> Replenix pharmaceutical-grade skin care products have been trusted by dermatologists for over 35 years. Green Tea, the most potent antioxidant known, soothes the skin helping patients of all skin types achieve maximum results.",$51.80,images/item_000016.jpg
17,jane iredale PureMoist Lipstick,"Get luxurious shine for your lips. Formulated with organic vegetable oils, PureMoist plumps and nourishes lips without chemicals. Color stays true and lips keep moist, thanks to green tea and grape seed extracts. Pomegranate extract provides protective benefits as well as a tingly mint and ginger flavor. jane iredale is a comprehensive line of mineral makeup developed to enhance the lives of women by delivering personal, natural beauty to lift her health and spirit.",$24.98,images/item_000017.jpg
18,"Calvin Klein Eternity Now Deodorant Stick for Men, 2.6 oz.","One of the world's leading lifestyle brands, Calvin Klein is synonymous with authentic modern minimalist style. Everything it creates clothing, accessories, home designbecomes a timeless classic. The label's award-winning fragrances are no exception. Calvin Klein's portfolio of bold and iconic scents continues to redefine the world of perfume. A classic fragrance in harmony with the spirit of today's man, Eternity for Men is sensitive yet masculine, strong yet refined. Created for a romantic individual attached to the timeless values of family, work, health and happiness. For a modern man at ease with himself and his world. Alcohol free Eternity for Men Deodorant protects from wetness and odor without irritating skin. Lightly scented, it completes the Eternity for Men bath and body line. A refreshing top note of exhilarating green botanicals leads into an aromatic heart of sage and a warm, woodsy cedar base that lingers on the skin. From the house of Calvin Klein, Eternity for Men Deodorant is an essential addition to the active man's gym bag or Dopp kit. ETERNITY NOW powerful. exhilarating. unstoppable. an irresistible attraction a moment like no other the thrill, the promise suddenly, unexpectedly, completely, you are my forever <span class=""a-size-small a-color-secondary"">
        Discover ETERNITY NOW
    </span> The campaign features real life couple Jasmine Tookes and Tobias Sorensen and captures the excitement of new love from its first rush, raw like a fresh awakening. The sleek lines, sweeping curves and the cool transparency of weighted glass give the dynamic silhouettes a luxurious look and feel. Like the yin &amp; yang of a couple in love, the broad and sloping mens shoulder complements harmoniously the curve of the womens heel. Blush pink and cool grey juice express freshness and add a pop of color to the bottles. An exhilarating first impression captivates with the unexpected freshness of spicy ginger, coconut water, and star anise. The heart pulsates with notes of crisp starfruit, cedarleaf, and patchouli. A bold masculine signature of exotic moroccan cedarwood, tonka bean and Madagascar vanilla linger with vibrant sensuality.",,images/item_000018.jpg
19,"philosophy the microdelivery for men face and body scrub, 5 fl. oz.","Great skin care doesnt have to be complicated. The micro delivery face and body scrub gently buffs away rough, dry skin as it refreshes and lightly tones, leaving skin smooth and refreshed with a healthy-looking glow. Proven to minimize ingrown hairs and improve overall skin texture with each use, its a perfect pre-shave primer as well as the go-to for great-looking (and feeling) skin, top to bottom. Gentle enough for daily use. Based on results of a self-assessment study with 44 men ages 25-45 after one week, with once-daily use. philosophy is the wellbeing beauty brand that inspires all to look, live and feel their best. our words uplift and nourish the spirit, and inspire beautiful skin as well as beautiful days. <a class=""a-link-normal"" target=""_blank"" rel=""noopener"" href=""https://images-na.ssl-images-amazon.com/images/G/01/aplusautomation/vendorimages/598cecf6-c4fe-49fc-9448-1f3875a21eb0.jpg._CB275266800_.jpg"">
            <img alt="""" src=""https://images-na.ssl-images-amazon.com/images/G/01/aplusautomation/vendorimages/598cecf6-c4fe-49fc-9448-1f3875a21eb0.jpg._CB275266800__SL220__.jpg"">
        </a>
    
    


                                        








    
    
        
    





    
        <div class=""a-text-center"">
            <a class=""a-link-normal"" target=""_blank"" rel=""noopener"" href=""https://images-na.ssl-images-amazon.com/images/G/01/aplusautomation/vendorimages/598cecf6-c4fe-49fc-9448-1f3875a21eb0.jpg._CB275266800_.jpg"">
                View larger
            </a>
        </div> <a class=""a-link-normal"" target=""_blank"" rel=""noopener"" href=""https://images-na.ssl-images-amazon.com/images/G/01/aplusautomation/vendorimages/bc18c8a1-a689-4b9c-8b31-92e16aed2302.jpg._CB275267194_.jpg"">
            <img alt="""" src=""https://images-na.ssl-images-amazon.com/images/G/01/aplusautomation/vendorimages/bc18c8a1-a689-4b9c-8b31-92e16aed2302.jpg._CB275267194__SL220__.jpg"">
        </a>
    
    


                                        








    
    
        
    





    
        <div class=""a-text-center"">
            <a class=""a-link-normal"" target=""_blank"" rel=""noopener"" href=""https://images-na.ssl-images-amazon.com/images/G/01/aplusautomation/vendorimages/bc18c8a1-a689-4b9c-8b31-92e16aed2302.jpg._CB275267194_.jpg"">
                View larger
            </a>
        </div> <a class=""a-link-normal"" target=""_blank"" rel=""noopener"" href=""https://images-na.ssl-images-amazon.com/images/G/01/aplusautomation/vendorimages/8fd54208-4b6f-4feb-97a0-be6accb36e77.jpg._CB275267117_.jpg"">
            <img alt="""" src=""https://images-na.ssl-images-amazon.com/images/G/01/aplusautomation/vendorimages/8fd54208-4b6f-4feb-97a0-be6accb36e77.jpg._CB275267117__SL220__.jpg"">
        </a>
    
    


                                        








    
    
        
    





    
        <div class=""a-text-center"">
            <a class=""a-link-normal"" target=""_blank"" rel=""noopener"" href=""https://images-na.ssl-images-amazon.com/images/G/01/aplusautomation/vendorimages/8fd54208-4b6f-4feb-97a0-be6accb36e77.jpg._CB275267117_.jpg"">
                View larger
            </a>
        </div>",$28.00,images/item_000019.jpg
20,"JACK BLACK &ndash; Power Peel Multi-Acid Resurfacing Pads &ndash; ProSeries Age Control, with UGL Complex and Niacinamide, Exfoliates, Resurfaces and Helps Firm and Brighten Skin, 40 Count","For those searching for a one-step resurfacing pad that can diminish fine lines, exfoliate, and increase the firmness of the skin, Jack Blacks Power Peel Multi-Acid Resurfacing Pads are an exceptional solution. These fast-acting, one-step exfoliating peel resurfacing pads clarify, firm, and brighten the skin. This ProSeries product contains UGL complex, niacinamide, and glycolic and salicylic acids. Combined with natural fruit acids, these ingredients work to reduce the appearance of pores and smooth fine lines. A clinically tested anti-aging complex shown to improve smoothness by 45%, diminish appearance of wrinkles by 33% &amp; increase integral firmness up to 55%. *Based on Barnet testing of UGL Complex at 3%. Helps reduce fine lines and wrinkles. Provides anti-inflammatory benefits, helps correct hyperpigmentation, and evens skin tone. Natural Fruit Acids (AHAs) Bilberry, Sugar Cane, Orange, Sugar Maple, and Lemon help reduce fine lines and wrinkles and lighten dark spots.",$38.00,images/item_000020.jpg
21,"MEG 21 Cell Therapy Anti-Oxidant Boost Serum, 1 Oz","Seriously stressed skins best possibility at a second chance. Protects skin from the harmful effects of urban environments, smoke, sun damage, and excessive sugar in food. The ingredients in Supplamine have been tested in laboratory In Vitro cell and tissue culture experiements. The ingredients in these laboratory studies have been demonstrated to intercept and reverse glycation, inflammation and metabolic oxidation caused by the same toxic sugars in skin, which in turn cause skin aging. Polyphenols aid in warding off UV damage and protecting cells from unstable molecules that can cause damage to healthy cells. Fortified with Grapeseed Extract, which enhances by 5x the anti-aging and toxic sugar benefits. Ideal for use under all face treatments. MEG 21 with patented age-reversing Supplamine counters the causes of skin aging, resulting in major skin improvement. Advanced Science for Great Skin. <span class=""a-size-small a-color-secondary"">
        Supplamine: anti-aging skincare through prevention and intervention
    </span> <a class=""a-link-normal"" target=""_blank"" rel=""noopener"" href=""https://images-na.ssl-images-amazon.com/images/G/01/aplusautomation/vendorimages/be9d6a7f-8f8b-4174-a9cf-e95313fbae96.jpg._CB281899098_.jpg"">
            <img alt="""" src=""https://images-na.ssl-images-amazon.com/images/G/01/aplusautomation/vendorimages/be9d6a7f-8f8b-4174-a9cf-e95313fbae96.jpg._CB281899098__SL300__.jpg"" class=""a-spacing-mini"">
        </a>
    
    


                            <br/>
                            








    
    
        
    





    
        <div class=""a-text-center"">
            <a class=""a-link-normal"" target=""_blank"" rel=""noopener"" href=""https://images-na.ssl-images-amazon.com/images/G/01/aplusautomation/vendorimages/be9d6a7f-8f8b-4174-a9cf-e95313fbae96.jpg._CB281899098_.jpg"">
                View larger
            </a>
        </div> <a class=""a-link-normal"" target=""_blank"" rel=""noopener"" href=""https://images-na.ssl-images-amazon.com/images/G/01/aplusautomation/vendorimages/ecdbc900-b767-44e9-ad3d-c9949a79f88a.jpg._CB281802984_.jpg"">
            <img alt="""" src=""https://images-na.ssl-images-amazon.com/images/G/01/aplusautomation/vendorimages/ecdbc900-b767-44e9-ad3d-c9949a79f88a.jpg._CB281802984__SL300__.jpg"" class=""a-spacing-mini"">
        </a>
    
    


                            <br/>
                            








    
    
        
    





    
        <div class=""a-text-center"">
            <a class=""a-link-normal"" target=""_blank"" rel=""noopener"" href=""https://images-na.ssl-images-amazon.com/images/G/01/aplusautomation/vendorimages/ecdbc900-b767-44e9-ad3d-c9949a79f88a.jpg._CB281802984_.jpg"">
                View larger
            </a>
        </div> <a class=""a-link-normal"" target=""_blank"" rel=""noopener"" href=""https://images-na.ssl-images-amazon.com/images/G/01/aplusautomation/vendorimages/e9533bcf-174a-43ea-a060-7800f245a608.jpg._CB281899223_.jpg"">
            <img alt="""" src=""https://images-na.ssl-images-amazon.com/images/G/01/aplusautomation/vendorimages/e9533bcf-174a-43ea-a060-7800f245a608.jpg._CB281899223__SL300__.jpg"" class=""a-spacing-mini"">
        </a>
    
    


                            <br/>
                            








    
    
        
    





    
        <div class=""a-text-center"">
            <a class=""a-link-normal"" target=""_blank"" rel=""noopener"" href=""https://images-na.ssl-images-amazon.com/images/G/01/aplusautomation/vendorimages/e9533bcf-174a-43ea-a060-7800f245a608.jpg._CB281899223_.jpg"">
                View larger
            </a>
        </div> <a class=""a-link-normal"" target=""_blank"" rel=""noopener"" href=""https://images-na.ssl-images-amazon.com/images/G/01/aplusautomation/vendorimages/d2d9962c-e747-418f-9d9f-fec5fe8812b7.jpg._CB282038460_.jpg"">
            <img alt="""" src=""https://images-na.ssl-images-amazon.com/images/G/01/aplusautomation/vendorimages/d2d9962c-e747-418f-9d9f-fec5fe8812b7.jpg._CB282038460__SL220__.jpg"">
        </a>
    
    


                                        








    
    
        
    





    
        <div class=""a-text-center"">
            <a class=""a-link-normal"" target=""_blank"" rel=""noopener"" href=""https://images-na.ssl-images-amazon.com/images/G/01/aplusautomation/vendorimages/d2d9962c-e747-418f-9d9f-fec5fe8812b7.jpg._CB282038460_.jpg"">
                View larger
            </a>
        </div> <a class=""a-link-normal"" target=""_blank"" rel=""noopener"" href=""https://images-na.ssl-images-amazon.com/images/G/01/aplusautomation/vendorimages/0cf862cc-1c7a-4634-b989-2fca52f1a63d.jpg._CB282041867_.jpg"">
            <img alt="""" src=""https://images-na.ssl-images-amazon.com/images/G/01/aplusautomation/vendorimages/0cf862cc-1c7a-4634-b989-2fca52f1a63d.jpg._CB282041867__SL220__.jpg"">
        </a>
    
    


                                        








    
    
        
    





    
        <div class=""a-text-center"">
            <a class=""a-link-normal"" target=""_blank"" rel=""noopener"" href=""https://images-na.ssl-images-amazon.com/images/G/01/aplusautomation/vendorimages/0cf862cc-1c7a-4634-b989-2fca52f1a63d.jpg._CB282041867_.jpg"">
                View larger
            </a>
        </div> <a class=""a-link-normal"" target=""_blank"" rel=""noopener"" href=""https://images-na.ssl-images-amazon.com/images/G/01/aplusautomation/vendorimages/e99351bb-453c-40db-828d-c41b41098951.jpg._CB282040255_.jpg"">
            <img alt="""" src=""https://images-na.ssl-images-amazon.com/images/G/01/aplusautomation/vendorimages/e99351bb-453c-40db-828d-c41b41098951.jpg._CB282040255__SL220__.jpg"">
        </a>
    
    


                                        








    
    
        
    





    
        <div class=""a-text-center"">
            <a class=""a-link-normal"" target=""_blank"" rel=""noopener"" href=""https://images-na.ssl-images-amazon.com/images/G/01/aplusautomation/vendorimages/e99351bb-453c-40db-828d-c41b41098951.jpg._CB282040255_.jpg"">
                View larger
            </a>
        </div> <img alt="""" src=""https://images-na.ssl-images-amazon.com/images/G/01/aplusautomation/vendorimages/15a92f1b-e26c-4287-a7e5-936dde270f60.png._CB281137398__SL220__.png"">",$95.00,images/item_000021.jpg
